conv_id	turn_index	modification_kind	base_id	id	category	prompt	syntax_valid	semantic_valid	error_category	error_detail	n_processes	expected_processes	matches_gt_steps	extra_steps	missing_steps	hallucinated_steps	included_steps	called_steps	ground_truth_steps	code_chars	code_lines	n_workflow_calls	turns	elapsed_s	llm_reply_excerpt	nextflow_code	ground_truth_code
MOD_M06_D01_replace_spades_with_shovill	1	replace	D01_fastp_spades_lis	MOD_M06_D01_replace_spades_with_shovill_t1	modification	From Illumina paired-end FASTQ of Listeria monocytogenes: trim with fastp and assemble with SPAdes.	Y	Y	none		6	6	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades	step_1PP_trimming__fastp, step_2AS_denovo__spades	step_1PP_trimming__fastp, step_2AS_denovo__spades	778	43	2	2	28.5	Your pipeline has been approved and will proceed as follows:\n\n1. **Trim reads** using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assemble trimmed reads** using SPAdes (`step_2AS_denovo__spades`).\n\nThis is a **custom build** pipeline tailored specifically for your *Listeria monocytogenes* Illumina pa	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef trimMethod = 'fastp'\n\ndef assemblyMethod = 'spades'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_trim_and_assemble {\n    \n    take:\n        \n        raw_reads\n        \n    \n    main:\n        trimmed = step_1PP_trimming__fastp(raw_reads).trimmed\n        assembled = step_2AS_denovo__spades(trimmed).assembled\n    \n    emit:\n        \n        assembled\n        \n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    raw_reads = getSingleInput()\n    wf_trim_and_assemble(raw_reads)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n}\n
MOD_M06_D01_replace_spades_with_shovill	2	replace	D01_fastp_spades_lis	MOD_M06_D01_replace_spades_with_shovill_t2	modification	Use Shovill instead of SPAdes for the assembly.	Y	Y	file_not_found	WARN: file not found: '/mnt/data/cohesive_llm_bench_scratch/_shared_inputdir/2026/2026.LIS.4.1.1/0SQ_rawreads/DS99999-DT260224_import/result/*.fastq*'	6	6	Y				step_1PP_trimming__fastp, step_2AS_denovo__shovill	step_1PP_trimming__fastp, step_2AS_denovo__shovill	step_1PP_trimming__fastp, step_2AS_denovo__shovill	1019	57	2	2	13.6	Your updated pipeline has been approved and will proceed as follows:\n\n1. **Trim reads** using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assemble trimmed reads** using Shovill (`step_2AS_denovo__shovill`).\n\nThis is a **custom build** pipeline tailored specifically for your *Listeria monocytogenes* I	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'\n\n// --- GLOBALS ---\n\ndef trimmedRiscd = '230415-020223041500512127-1PP_trimming-fastp'\n\ndef assemblyRiscd = '230415-020223041500512127-2AS_denovo-shovill'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_trim_and_assemble_listeria {\n    \n    take:\n        \n        rawreads\n        \n    \n    main:\n        trimmed = step_1PP_trimming__fastp(rawreads).trimmed\n\n        shovill_out = step_2AS_denovo__shovill(trimmed)\n\n        module_qc_fastqc(trimmed)\n    \n    emit:\n        \n        assembly = shovill_out.assembly\n        \n    \n}\n\nworkflow module_qc_fastqc {\n    \n    take:\n        \n        reads\n        \n    \n    main:\n        fastqc(reads)\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    wf_trim_and_assemble_listeria(getSingleInput())\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__shovill(trimmed).assembly\n}\n
MOD_M07_D03_replace_trimmomatic_with_fastp	1	replace	D03_trimmomatic_spades	MOD_M07_D03_replace_trimmomatic_with_fastp_t1	modification	Pipeline: trim with Trimmomatic, assemble with SPAdes. Illumina paired-end.	Y	Y	none		6	6	Y				step_1PP_trimming__trimmomatic, step_2AS_denovo__spades	step_1PP_trimming__trimmomatic, step_2AS_denovo__spades	step_1PP_trimming__trimmomatic, step_2AS_denovo__spades	1079	63	2	2	13.2	Understood! I will proceed with the pre-built template pipeline that includes trimming (with Trimmomatic), quality control, and de novo assembly (SPAdes). This will use the `module_reads_processing` template for trimming and QC, followed by the `module_denovo` template for assembly.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_1PP_trimming__trimmomatic } from '../steps/step_1PP_trimming__trimmomatic'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\n// --- GLOBALS ---\n\ndef params = "${params}"\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow module_reads_processing {\n    \n    take:\n        \n        rawreads\n        \n    \n    main:\n        trimmed_out = step_1PP_trimming__trimmomatic(rawreads)\n    \n    emit:\n        \n        trimmed = trimmed_out\n        \n    \n}\n\nworkflow module_denovo {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        assembled = step_2AS_denovo__spades(trimmed)\n    \n    emit:\n        \n        assembly = assembled\n        \n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Instantiate input channels\n    rawreads = getSingleInput()\n\n    // Process reads: trim and QC\n    module_reads_processing(rawreads)\n\n    // Assemble trimmed reads\n    module_denovo(module_reads_processing.out.trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__trimmomatic } from '../steps/step_1PP_trimming__trimmomatic'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\nworkflow {\n    trimmed   = step_1PP_trimming__trimmomatic(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n}\n
MOD_M07_D03_replace_trimmomatic_with_fastp	2	replace	D03_trimmomatic_spades	MOD_M07_D03_replace_trimmomatic_with_fastp_t2	modification	Replace Trimmomatic with fastp.	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	6	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades	step_1PP_trimming__fastp, step_2AS_denovo__spades	step_1PP_trimming__fastp, step_2AS_denovo__spades	1458	77	2	2	15.5	The pipeline has been approved and will proceed with the following design:\n\n1. **Trimming and Quality Control**: Using `module_reads_processing` with `step_1PP_trimming__fastp` for Illumina paired-end reads.\n2. **De Novo Assembly**: Using `module_denovo` with `step_2AS_denovo__spades` for assembly.\n	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput; hasEnoughFastqData; hasFastqData } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\n// --- GLOBALS ---\n\ndef params = [:]\n\ndef params.outdir = "${workflow.launchDir}/results"\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_reads_processing {\n    \n    take:\n        \n        rawReads\n        \n    \n    main:\n        rawReads.branch {\n            with_data: hasFastqData(it[1])\n            no_reads: true\n        }\n        .set { rawreads_branched }\n\n        trimmed = step_1PP_trimming__fastp(rawreads_branched.with_data).trimmed\n\n        trimmed.branch {\n            with_data: hasEnoughFastqData(it[1])\n            insufficient_number_of_reads: true\n        }\n        .set { trimmed_branched }\n    \n    emit:\n        \n        trimmed\n        \n    \n}\n\nworkflow wf_assembly {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        assembled = step_2AS_denovo__spades(trimmed).assembled\n    \n    emit:\n        \n        assembled\n        \n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Process raw Illumina paired-end reads\n    rawReads = getSingleInput()\n\n    // Trim reads and perform QC\n    wf_reads_processing(rawReads)\n\n    // Assemble trimmed reads de novo\n    wf_assembly(wf_reads_processing.out.trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n}\n
MOD_M08_E01_replace_spades_with_unicycler	1	replace	E01_mlst_lis	MOD_M08_E01_replace_spades_with_unicycler_t1	modification	Classic MLST on Listeria monocytogenes from paired-end Illumina FASTQ (trim + assembly + MLST).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	629	28	3	2	12.5	Understood! The pipeline for classic MLST on *Listeria monocytogenes* from paired-end Illumina FASTQ data has been approved. I will now generate the detailed plan for the Architect Agent.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\n// --- GLOBALS ---\n\ndef mlstExcludedSchemas = 'ecoli,campylobacter'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n\n    assembly = step_2AS_denovo__spades(trimmed)\n\n    step_4TY_MLST__mlst(assembly)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_M08_E01_replace_spades_with_unicycler	2	replace	E01_mlst_lis	MOD_M08_E01_replace_spades_with_unicycler_t2	modification	Use Unicycler instead of SPAdes.	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__unicycler, step_4TY_MLST__mlst	step_2AS_denovo__unicycler, step_4TY_MLST__mlst, step_1PP_trimming__fastp	step_1PP_trimming__fastp, step_2AS_denovo__unicycler, step_4TY_MLST__mlst	1413	71	3	2	58.4	The pipeline has been updated to use **Unicycler** for de novo assembly instead of SPAdes. Here is the revised plan for the Architect Agent.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { executionMetadata; getRisCd } from '../functions/common.nf'\n\ninclude { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'\n\n// --- GLOBALS ---\n\ndef mlstExcludedSchemas = ''\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_listeria_mlst {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        trimmed.multiMap {\n            trimmed: it\n            riscd: getRisCd(it[0], executionMetadata(), '2AS_denovo', 'unicycler')\n        }.set { prep }\n\n        unicycler_out = step_2AS_denovo__unicycler(prep.trimmed)\n\n        unicycler_out.assembled.multiMap {\n            assembly: it\n            riscd: getRisCd(it[0], executionMetadata(), '4TY_MLST', 'mlst')\n        }.set { mlst_in }\n\n        step_4TY_MLST__mlst(mlst_in.assembly)\n    \n}\n\nworkflow wf_trim_listeria {\n    \n    take:\n        \n        rawreads\n        \n    \n    main:\n        trimmed = step_1PP_trimming__fastp(rawreads).trimmed\n    \n    emit:\n        \n        trimmed = trimmed\n        \n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = getSingleInput()\n\n    trimmed = wf_trim_listeria(rawreads)\n\n    wf_listeria_mlst(trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__unicycler } from '../steps/step_2AS_denovo__unicycler'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__unicycler(trimmed).assembled\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_M09_E07_replace_abricate_with_prokka	1	replace	E07_abricate_eco	MOD_M09_E07_replace_abricate_with_prokka_t1	modification	Resistance gene detection with ABRicate on Escherichia coli from Illumina paired FASTQ.	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	N	step_0SQ_rawreads__fastq, step_2AS_denovo__shovill	step_2AS_denovo__spades		step_0SQ_rawreads__fastq, step_1PP_trimming__fastp, step_2AS_denovo__shovill, step_4AN_AMR__abricate	step_0SQ_rawreads__fastq, step_1PP_trimming__fastp, step_2AS_denovo__shovill, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	901	33	4	2	12.1	Understood! I will now generate the detailed pipeline plan for resistance gene detection using ABRicate on *Escherichia coli* from Illumina paired FASTQ data.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_0SQ_rawreads__fastq } from '../steps/step_0SQ_rawreads__fastq'\n\ninclude { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'\n\n// --- GLOBALS ---\n\ndef step_0SQ_rawreads__fastq = '../steps/0SQ_rawreads__fastq.nf'\n\ndef step_1PP_trimming__fastp = '../steps/1PP_trimming__fastp.nf'\n\ndef step_2AS_denovo__shovill = '../steps/2AS_denovo__shovill.nf'\n\ndef step_4AN_AMR__abricate = '../steps/4AN_AMR__abricate.nf'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = step_0SQ_rawreads__fastq()\n    trimmed = step_1PP_trimming__fastp(rawreads)\n    assembly = step_2AS_denovo__shovill(trimmed)\n    step_4AN_AMR__abricate(assembly)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_M09_E07_replace_abricate_with_prokka	2	replace	E07_abricate_eco	MOD_M09_E07_replace_abricate_with_prokka_t2	modification	Switch from ABRicate to Prokka annotation.	N	N	arity_error	ERROR ~ Workflow `wf_trim_and_qc` declares 1 input channels but 0 were given	3	7	N	step_0SQ_rawreads__fastq, step_2AS_denovo__shovill, step_4AN_AMR__abricate	step_2AS_denovo__spades		step_0SQ_rawreads__fastq, step_1PP_trimming__fastp, step_2AS_denovo__shovill, step_4AN_AMR__abricate, step_4AN_genes__prokka	step_2AS_denovo__shovill, step_4AN_genes__prokka, step_4AN_AMR__abricate, step_1PP_trimming__fastp, step_0SQ_rawreads__fastq	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	1869	86	5	2	13.3	Understood! I will now generate the detailed pipeline plan for resistance gene detection using **Prokka annotation** on *Escherichia coli* from Illumina paired FASTQ data, as approved.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { extractKey; getEmpty } from '../functions/common.nf'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { step_0SQ_rawreads__fastq } from '../steps/step_0SQ_rawreads__fastq'\n\n// --- GLOBALS ---\n\ndef prokkaKingdom = 'Bacteria'\n\ndef abricateDb = 'vfdb'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_assembly_and_annotation {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        trimmed.multiMap {\n            trimmed: it\n            assembly: [ it[0], it[1] ]\n        }.set { prep }\n\n        shovill_out = step_2AS_denovo__shovill(prep.trimmed)\n\n        prokka_in = shovill_out.assembly.map { [ it[0], it[1], prokkaKingdom, '-', '-', getEmpty() ] }\n        step_4AN_genes__prokka(prokka_in)\n\n        abricate_in = shovill_out.assembly\n        step_4AN_AMR__abricate(abricate_in)\n    \n}\n\nworkflow wf_trim_and_qc {\n    \n    take:\n        \n        rawreads\n        \n    \n    main:\n        trimmed_out = step_1PP_trimming__fastp(rawreads)\n\n        trimmed_out.trimmed.set { trimmed }\n\n        fastqc(trimmed)\n\n        readsCheckInput = rawreads.cross(trimmed) { extractKey(it) }.multiMap {\n            rawreads: it[0]\n            trimmed: it[1]\n        }\n        sample_reads_check(readsCheckInput.rawreads, readsCheckInput.trimmed)\n    \n    emit:\n        \n        trimmed\n        \n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = step_0SQ_rawreads__fastq(getSingleInput())\n\n    wf_trim_and_qc(rawreads)\n\n    wf_assembly_and_annotation(trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_M10_A05_replace_cgmlst_with_mlst	1	replace	A05_cgmlst_ecoli	MOD_M10_A05_replace_cgmlst_with_mlst_t1	modification	cgMLST allelic profile on an Escherichia coli assembly.	Y	Y	none		3	3	Y				step_4TY_cgMLST__chewbbaca	step_4TY_cgMLST__chewbbaca	step_4TY_cgMLST__chewbbaca	525	23	1	2	10.5	Approved! The pipeline for cgMLST allelic profiling on an *Escherichia coli* assembly will proceed using `step_4TY_cgMLST__chewbbaca`.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\n// --- GLOBALS ---\n\ndef chewbbacaSchema = 'e_coli_chewie_2360_210531'\n\ndef chewbbacaGenusSpecies = 'escherichia coli'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    assembly = getSingleInput()\n    chewbbaca_out = step_4TY_cgMLST__chewbbaca(assembly, chewbbacaGenusSpecies, chewbbacaSchema)\n}	nextflow.enable.dsl=2\n\ninclude { getInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\nworkflow {\n    step_4TY_cgMLST__chewbbaca(getInput(), param('genus_species'), optionalOrDefault('schema', ''))\n}\n
MOD_M10_A05_replace_cgmlst_with_mlst	2	replace	A05_cgmlst_ecoli	MOD_M10_A05_replace_cgmlst_with_mlst_t2	modification	Switch from cgMLST to classic 7-gene MLST.	Y	Y	none		1	1	Y				step_4TY_MLST__mlst	step_4TY_MLST__mlst	step_4TY_MLST__mlst	380	20	1	1	6.5	Understood! Switching from cgMLST to classic 7-gene MLST for *Escherichia coli*. I will use the `step_4TY_MLST__mlst` tool instead of `step_4TY_cgMLST__chewbbaca`.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\n// --- GLOBALS ---\n\ndef mlstExcludedSchemas = 'ecoli,abc,aba,abc,aba,abc'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    step_4TY_MLST__mlst(getSingleInput())\n}	nextflow.enable.dsl=2\n\ninclude { getInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    step_4TY_MLST__mlst(getInput())\n}\n
MOD_M11_H01_drop_cgmlst	1	drop	H01_mlst_plus_cgmlst_lis	MOD_M11_H01_drop_cgmlst_t1	modification	Run both MLST and cgMLST typing on Listeria monocytogenes from paired Illumina FASTQ.	Y	N	missing_param	ERROR ~ missing required param: step_3TX_species__kmerfinder__db	0	10	N	step_2AS_denovo__shovill, step_3TX_species__kmerfinder	step_2AS_denovo__spades		step_1PP_trimming__fastp, step_2AS_denovo__shovill, step_3TX_species__kmerfinder, step_4TY_MLST__mlst, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__shovill, step_3TX_species__kmerfinder, step_4TY_MLST__mlst, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst, step_4TY_cgMLST__chewbbaca	2636	117	5	2	67.4	Pipeline approved! The Architect will now build the Nextflow DSL2 pipeline for MLST and cgMLST typing of *Listeria monocytogenes* from paired Illumina FASTQ files. The pipeline will include preprocessing (trimming with fastp), optional host depletion, species confirmation (kmerfinder), assembly (sho	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__shovill } from '../steps/step_2AS_denovo__shovill'\n\ninclude { step_3TX_species__kmerfinder } from '../steps/step_3TX_species__kmerfinder'\n\ninclude { getEmpty } from '../functions/common.nf'\n\n// --- GLOBALS ---\n\ndef genusSpecies = 'Listeria monocytogenes'\n\ndef cgMLSTSchema = 'l_mono_chewie_1748_220623'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_preprocess_and_assemble {\n    \n    take:\n        \n        rawReads\n        \n    \n    main:\n        fastp_out = step_1PP_trimming__fastp(rawReads)\n\n        trimmed = fastp_out.trimmed\n\n        trimmed.multiMap {\n            trimmed: it\n            reference: [ '-', '-', getEmpty() ]\n        }.set { trAndRef }\n\n        shovill_out = step_2AS_denovo__shovill(trimmed)\n    \n    emit:\n        \n        assembly = shovill_out.assembly\n        \n    \n}\n\nworkflow wf_confirm_species {\n    \n    take:\n        \n        reads\n        \n    \n    main:\n        kmerfinder_out = step_3TX_species__kmerfinder(reads)\n    \n    emit:\n        \n        speciesConfirmed = kmerfinder_out.assigned_species\n        \n    \n}\n\nworkflow wf_typing {\n    \n    take:\n        \n        assembly\n        \n        genusSpecies\n        \n        cgMLSTSchema\n        \n    \n    main:\n        step_4TY_MLST__mlst(assembly)\n        step_4TY_cgMLST__chewbbaca(assembly, genusSpecies, cgMLSTSchema)\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Input handling\n    rawReads = getSingleInput()\n\n    // Preprocessing and assembly\n    wf_preprocess_and_assemble(rawReads)\n\n    // Species confirmation\n    wf_confirm_species(wf_preprocess_and_assemble.out.assembly)\n\n    // Validate species\n    speciesConfirmed = wf_confirm_species.out.speciesConfirmed\n    speciesConfirmed.branch {\n        listeria_monocytogenes: it[1] == 'Listeria monocytogenes'\n        other: true\n    }.set { speciesBranched }\n\n    // Exit if not Listeria monocytogenes\n    speciesBranched.other.view { "Species confirmation failed: ${it[1]}" }\n    workflow.onComplete {\n        if (speciesBranched.other.count() > 0) {\n            exit 1, "Species confirmation failed for ${speciesBranched.other.count()} samples. Only Listeria monocytogenes is supported."\n        }\n    }\n\n    // Typing\n    wf_typing(wf_preprocess_and_assemble.out.assembly, genusSpecies, cgMLSTSchema)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_MLST__mlst(assembled)\n    step_4TY_cgMLST__chewbbaca(assembled, param('genus_species'), optionalOrDefault('schema', ''))\n}\n
